DateTime,heii_qu,heii_qd,heni_qu,isli_qu
1/5/2000,4429.49,2880,-71.37,441.07
1/6/2000,3082.8,2820,3.95,655.24
1/7/2000,3292.61,2810,-132.4,447.3
1/8/2000,3585.53,2810,274.54,968.36
1/9/2000,3821.46,2760,-31.14,586.86
1/10/2000,4002.88,2740,241.77,823.25
1/11/2000,4429.92,2730,2.82,732.52
1/12/2000,3888.26,2700,3.84,625.84
1/13/2000,3219.06,2660,71.16,618.97
1/14/2000,3417.2,2660,-52.45,479.73
1/15/2000,3246.35,2660,169.45,760.45
1/16/2000,3750.66,2680,-273.99,360.31
1/17/2000,4257.24,2670,201.37,832.9
1/18/2000,3793.24,2690,99.03,693.03
1/19/2000,3900.23,2700,65,621.48
1/20/2000,3661.8,2680,-3.89,630.64
1/21/2000,3697.14,2690,-37.51,561.49
1/22/2000,3512.13,2680,-71.91,452.27
1/23/2000,3516.73,2680,197.91,834.21
1/24/2000,3582.44,2690,95.83,697.83
1/25/2000,3816.64,2680,-5.58,669.68
1/26/2000,3592.1,2680,62,668
1/27/2000,3510.32,2670,-72.81,530.19
1/28/2000,3098.39,2650,163.08,730.34
1/29/2000,3131.06,2640,-73.76,527.24
1/30/2000,2856.18,2630,27.4,590.88
1/31/2000,2862.97,2640,128.28,687.98
2/1/2000,2939.85,2640,26.32,591.86
2/2/2000,3374.49,2650,-7.18,556.51
2/3/2000,3250.9,2650,-107.6,381.41
2/4/2000,3050.31,2650,226.6,826.6
2/5/2000,3174.52,2650,92.57,806.56
2/6/2000,3344.99,2650,-41.7,523.87
2/7/2000,3367.64,2640,193.3,720.74
2/8/2000,3137.68,2640,-142.33,460.67
2/9/2000,3188.89,2680,56,737.57
2/10/2000,3677.16,2660,-50.32,561.68
2/11/2000,3492.11,2670,116.87,728.88
2/12/2000,4257.31,2700,82.45,730.87
2/13/2000,3797.13,2670,83.52,693.52
2/14/2000,4498.89,2690,387.29,1072.07
2/15/2000,3934.19,2610,-184.66,426.34
2/16/2000,3436.73,2660,-17.13,597.87
2/17/2000,3332.66,2670,16.5,593.03
2/18/2000,3193.85,2660,50,548.07
2/19/2000,3178.01,2640,16.48,592.11
2/20/2000,3225.7,2650,16.55,513.92
2/21/2000,3045.62,2660,-50.25,600.91
2/22/2000,3379.39,2690,182.69,795.7
2/23/2000,3365.88,2700,15.55,591.4
2/24/2000,3439.64,2720,217.6,905.08
2/25/2000,3871.43,2730,83.57,695.57
2/26/2000,3416.25,2690,-151.17,423.5
2/27/2000,3226.16,2700,116.97,727.97
2/28/2000,3358.42,2710,151.63,762.63
2/29/2000,3346.41,2700,-49.63,523.21
3/1/2000,3147.07,2700,50,625.78
3/2/2000,3151.18,2850,16.48,591.38
3/3/2000,2990.76,3110,50,626.77
3/4/2000,3229.7,3380,83.52,622.34
3/5/2000,3112.06,3710,16.48,630.48
3/6/2000,3794.29,3850,-184.71,430.29
3/7/2000,3762.23,3870,249.26,788.18
3/8/2000,3524.88,3850,252.17,887.31
3/9/2000,3317.96,4140,-148.17,438.83
3/10/2000,3552.95,4360,-47.25,562.7
3/11/2000,3360.49,4360,153.25,749.43
3/12/2000,3681.52,4360,86.45,684.44
3/13/2000,3174.43,4370,53,576.01
3/14/2000,3291.23,4670,53,556.82
3/15/2000,4157.19,4890,-81.69,496.48
3/16/2000,3272.23,4870,85.37,651.71
3/17/2000,3630.03,4920,119.87,799.1
3/18/2000,3567.91,4880,-147.26,380.93
3/19/2000,3575.53,4910,253.26,1005.48
3/20/2000,4109.7,4880,-47.25,446.75
3/21/2000,3237.59,4860,152.25,684.04
3/22/2000,3193.29,4890,-148.26,398.05
3/23/2000,3289.73,4880,184.39,748.44
3/24/2000,3625.99,4890,-14.77,548.74
3/25/2000,3365.38,4900,17.68,584.2
3/26/2000,3616.33,4900,-48.87,518.04
3/27/2000,3656.2,4910,150.87,792.82
3/28/2000,4202.47,4940,84.32,762.42
3/29/2000,4209.69,4920,18.68,515.81
3/30/2000,3964.89,4870,52,584.49
3/31/2000,3568.01,4860,117.72,687.77
4/1/2000,3891.22,4840,-215.23,358.81
4/2/2000,3773.98,4850,216.21,791.67
4/3/2000,3659.04,4940,-83.04,459.02
4/4/2000,3852.11,5450,50,667.27
4/5/2000,4555.37,6000,216.34,815.03
4/6/2000,4862.33,6690,50,681.71
4/7/2000,4579.12,7090,16.7,600.37
4/8/2000,4908.67,7800,-16.57,528.28
4/9/2000,5243,7890,184.19,776.42
4/10/2000,5708.4,7860,17.68,656.25
4/11/2000,6222.62,7910,52,715.09
4/12/2000,7061.7,7990,119.72,826.09
4/13/2000,7533.77,8030,154.25,1016.63
4/14/2000,9390.76,8180,291.78,1120.69
4/15/2000,9198.56,8050,193.76,828.68
4/16/2000,8520.51,8020,-8.43,866.81
4/17/2000,7929.63,7990,128.43,1166.83
4/18/2000,8418.42,7990,94.73,1099.75
4/19/2000,8555.55,7990,-72.81,902.28
4/20/2000,8581.7,7960,196.81,1555.27
4/21/2000,9521.96,8030,-73.81,1351.25
4/22/2000,10836.12,8160,94.65,1764.73
4/23/2000,12038.5,8220,298.43,1648.32
4/24/2000,11419.65,8150,-173.43,1337.7
4/25/2000,10287.09,8030,163.16,1295.14
4/26/2000,9750.76,8010,63,1071.73
4/27/2000,10425.87,8370,128.58,981.58
4/28/2000,12452.25,8830,27.17,1235.42
4/29/2000,14294.56,9100,-70.91,1117.2
4/30/2000,13903.25,8890,125.43,1237.79
5/1/2000,12547.1,8860,58,1016.97
5/2/2000,14308.35,8920,-245.56,731.75
5/3/2000,15976.96,9410,57,961.38
5/4/2000,18008.8,11000,189.2,1097.17
5/5/2000,19889.14,12000,88.6,1216.46
5/6/2000,18581.02,12000,89.68,1232.55
5/7/2000,17510.36,12000,93.65,1375.16
5/8/2000,16160.84,11900,-74.5,1165.5
5/9/2000,14495.45,11900,331.41,1407.13
5/10/2000,14402.89,11800,163.51,1207.33
5/11/2000,12458.38,11800,-74.27,827.89
5/12/2000,11476.83,11800,59,1087.48
5/13/2000,10579.05,11700,-76.81,666.04
5/14/2000,9930.25,11700,361.93,1231.24
5/15/2000,9786.45,11600,-314.21,556.27
5/16/2000,10014.63,11700,462.24,1712.89
5/17/2000,11680.72,11700,-140.15,539.39
5/18/2000,12282.2,11600,125.58,1196.58
5/19/2000,12150.06,11500,26.17,874.18
5/20/2000,14418.86,11600,-110.56,679.05
5/21/2000,15844.46,11600,159.08,1031.53
5/22/2000,17105.95,11600,226.99,1164.55
5/23/2000,20271.15,11700,-43.51,817.49
5/24/2000,22540.72,11700,21.25,1306.63
5/25/2000,23301.53,12000,317.29,1246.29
5/26/2000,24164.69,13200,116.29,1168.29
5/27/2000,26772.69,14900,428.22,1638.4
5/28/2000,22070.33,14900,-49.18,691.96
5/29/2000,25373.93,15000,72,845.02
5/30/2000,24823.43,15500,123.37,909.79
5/31/2000,23141.76,15700,20.3,803.3
6/1/2000,20169.25,15700,122.34,865.76
6/2/2000,18264.27,15600,18.35,757.23
6/3/2000,17847.45,15600,329.8,992.36
6/4/2000,18468.77,15600,-117.48,602.62
6/5/2000,18863.47,15600,128.34,815.11
6/6/2000,18739.74,15300,75.66,716.18
6/7/2000,18463.04,15100,74.69,682.16
6/8/2000,17709.13,15100,-63.23,500
6/9/2000,18316.87,14900,278.23,960.63
6/10/2000,16028.66,14300,175.65,930.96
6/11/2000,14033.55,14300,-66.49,521.09
6/12/2000,13972.1,14300,173.55,1010.55
6/13/2000,14686.92,13600,177.6,1036.78
6/14/2000,14780.36,13300,71.69,663.93
6/15/2000,12768.29,13300,76.71,686.02
6/16/2000,12971.35,13300,-132.39,493.85
6/17/2000,11558.1,13300,62.92,664.27
6/18/2000,10486.31,13300,-6.94,629.8
6/19/2000,11292.95,12600,371.66,726.36
6/20/2000,12839.52,12300,-107.77,700.8
6/21/2000,10192.52,12300,230.43,832.27
6/22/2000,9985.68,12300,-110.31,403.27
6/23/2000,9874.89,12300,399.86,985.76
6/24/2000,10014.17,12300,-318.38,204.58
6/25/2000,9493.34,12500,-177.41,406.59
6/26/2000,9463.96,13000,83,553.32
6/27/2000,8325.56,13400,-18.63,608.54
6/28/2000,8244.03,13700,212.2,797.87
6/29/2000,7864.9,14100,-257.82,241.95
6/30/2000,7486.07,14200,75,490.54
7/1/2000,8157.56,14200,5.38,551.6
7/2/2000,6861.16,14200,-95.21,443.97
7/3/2000,7460.93,14200,-62.49,655.23
7/4/2000,6653.17,13900,1.88,387.07
7/5/2000,6303.16,13800,-32.97,462.64
7/6/2000,6061.79,13800,33.03,536.38
7/7/2000,6089.33,13800,-65.49,467.42
7/8/2000,5842.04,13800,-40.37,577.65
7/9/2000,5951.44,13800,-113.48,402.57
7/10/2000,6325.98,13800,311.85,908.93
7/11/2000,6109.54,13500,-277.98,431.86
7/12/2000,5541,13300,-16.03,604.86
7/13/2000,5416.08,13400,-15.97,537.22
7/14/2000,5307.53,13100,84,654.96
7/15/2000,5116.03,13000,-47.82,435.88
7/16/2000,4987.09,13000,-113.12,416.07
7/17/2000,5159.51,13000,51,905.26
7/18/2000,4821.07,12700,-47.17,315.54
7/19/2000,6052.11,12300,-46.99,867.06
7/20/2000,5129.22,11500,181.69,790.32
7/21/2000,5128.93,10400,18.3,578.95
7/22/2000,4551.45,10100,-46.99,490.34
7/23/2000,4597.9,10100,18.4,596.05
7/24/2000,4141.5,10100,-176.5,378.51
7/25/2000,4386.84,10100,-46.12,594.88
7/26/2000,4409.96,10200,149.12,701.01
7/27/2000,4042.34,10300,-142.07,338.85
7/28/2000,4203.8,10300,79.27,773.63
7/29/2000,4277.79,10300,-121.13,491.2
7/30/2000,4288.94,10300,-152.55,550.55
7/31/2000,4056.02,10300,169.27,761.66
8/1/2000,4123.51,10300,-151.3,458.32
8/2/2000,3772.74,10300,169.12,712.22
8/3/2000,3494,10300,-150,603.89
8/4/2000,4006.99,10300,169.92,915.42
8/5/2000,4460.26,10100,-117.83,596.34
8/6/2000,3913.84,9960,202.83,885.4
8/7/2000,3895.61,9940,-180.57,435.35
8/8/2000,3644.24,9740,-55.35,598.07
8/9/2000,3549.12,9380,11.28,636.54
8/10/2000,3766.8,9190,-90.61,632.55
8/11/2000,3519.76,9160,-65.73,549.06
8/12/2000,3454.59,9160,-31.99,675.9
8/13/2000,3489.61,9170,-96.73,498.21
8/14/2000,3024.98,9160,33,741.3
8/15/2000,3195.68,9140,33,677.66
8/16/2000,3330.91,9150,-129.57,529.85
8/17/2000,3008.34,9350,-166.04,437.95
8/18/2000,3119.18,9760,123.43,813.96
8/19/2000,3546.65,9760,-69.43,633.68
8/20/2000,3329.9,9740,-228,412.96
8/21/2000,3226.98,9710,151.8,767.67
8/22/2000,3140.07,9680,-141.68,433.55
8/23/2000,2975.94,9660,177.68,882.27
8/24/2000,3600.61,9660,-77.85,428.85
8/25/2000,2975.58,9620,-109.5,524.48
8/26/2000,3126.62,9600,145.5,705.13
8/27/2000,3193.44,9590,18,600.2
8/28/2000,3099.4,9570,-77.67,473.71
8/29/2000,3306.12,9530,49.85,621.92
8/30/2000,3011.42,9540,-13.85,654.27
8/31/2000,3605.58,9540,-235.95,290.37
9/1/2000,4114.05,9250,368.62,1195.35
9/2/2000,4108.56,8820,178.93,960.93
9/3/2000,3441.87,8630,-77.05,491.77
9/4/2000,3531.28,8330,50.98,640.13
9/5/2000,3018.97,8180,-109.8,446.78
9/6/2000,3588.78,7880,113.82,724.8
9/7/2000,3400.06,7370,-141.55,325.33
9/8/2000,3398.6,7160,18,540.12
9/9/2000,3387.65,7150,-13.83,433.18
9/10/2000,2822.85,7140,49.83,618.58
9/11/2000,3731.61,7140,18,521.53
9/12/2000,3156.15,6960,-109.2,409.86
9/13/2000,3335.39,6850,49.79,616.96
9/14/2000,3078.2,6820,144.25,638.09
9/15/2000,2939.62,7020,17,534.55
9/16/2000,2995.93,7360,-142.04,402.81
9/17/2000,3066.63,7580,17,489.31
9/18/2000,3172.05,7820,144.2,668.07
9/19/2000,3104.04,7860,-111.2,325.57
9/20/2000,3215.4,7840,-143.38,500.42
9/21/2000,2848.88,7870,363.3,804.48
9/22/2000,3754.06,7880,-208.65,232.65
9/23/2000,3522.26,7590,-144.3,412.94
9/24/2000,3645.17,7330,-49.12,488.35
9/25/2000,3561.73,7190,-49.78,495.17
9/26/2000,3532.32,6450,79.78,565.36
9/27/2000,3531.7,6060,15,534.25
9/28/2000,3499.43,5610,46.55,639.08
9/29/2000,3566.74,5390,15,522.07
9/30/2000,3015.18,5390,-114.68,363.72
10/1/2000,3400,5370,209.09,783.63
10/2/2000,3400,5400,171.38,682.56
10/3/2000,3481.2,5400,-145.38,295.87
10/4/2000,3459.45,5390,139.65,674.37
10/5/2000,3361.48,5390,-114.65,342.84
10/6/2000,3444.3,5400,12,515.07
10/7/2000,3420.2,5400,12,645.64
10/8/2000,3121.91,5390,12,565.02
10/9/2000,3182.14,5370,43.63,603.49
10/10/2000,3339.84,5420,138.75,922.63
10/11/2000,3986.86,5440,12,575.37
10/12/2000,4104.85,5310,-20.73,568.73
10/13/2000,3900.21,4900,361.45,1002.37
10/14/2000,5199.08,4490,43,622.08
10/15/2000,4055.78,4200,-21,542.88
10/16/2000,3749.06,4120,139.2,667.49
10/17/2000,3678.97,3940,-54.13,504.61
10/18/2000,3559.53,3930,-22.07,510.33
10/19/2000,3636.2,3930,42.07,549.1
10/20/2000,3606.33,3680,10,505.73
10/21/2000,3483.9,3640,429.75,1099.5
10/22/2000,3584.02,3620,-280.48,294.75
10/23/2000,3256.01,3610,41.7,507.73
10/24/2000,3574.17,3610,9.7,520.78
10/25/2000,3995.16,3620,138.67,604.02
10/26/2000,3772.06,3610,-22.35,531.33
10/27/2000,3505.72,3630,10,477.53
10/28/2000,3663.71,3480,-54.43,561.91
10/29/2000,3507.97,3360,138.97,576.53
10/30/2000,3572.27,3320,301.66,888.32
10/31/2000,3786.55,2850,172.58,761.7
11/1/2000,3524.05,2320,-218.58,310.74
11/2/2000,3280.22,2040,-55.54,350.97
11/3/2000,3003.3,1810,-22.91,415.39
11/4/2000,3114.64,1600,-184.25,285.73
11/5/2000,2923.36,1500,398.63,931.51
11/6/2000,3155.27,1500,368.63,777.78
11/7/2000,3056.11,1500,-673.32,-271.6
11/8/2000,2578.35,1500,301.56,855.42
11/9/2000,2750.84,1500,-120.23,224.75
11/10/2000,3130.57,1500,42.14,575.65
11/11/2000,2875.08,1500,140.03,632.92
11/12/2000,2690.87,1500,42.56,512.36
11/13/2000,2864.46,1500,-120.09,320.15
11/14/2000,2524.28,1500,74.99,548.4
11/15/2000,2749.24,1510,75.1,585.3
11/16/2000,2809.14,1510,42.63,519.47
11/17/2000,2818.69,1510,-55.2,359.79
11/18/2000,2590.24,1510,10,488.91
11/19/2000,2750.54,1490,75.2,555.48
11/20/2000,2640.54,1490,10,458.55
11/21/2000,2650.53,1490,75.25,560.24
11/22/2000,2485.88,1480,-120.45,334.07
11/23/2000,2649.76,1480,205.8,658.83
11/24/2000,2435.12,1490,-22.69,395.21
11/25/2000,2817.1,1500,75.4,596.95
11/26/2000,2760.62,1510,140.21,632.03
11/27/2000,3035.56,1490,-185.61,445.33
11/28/2000,3270.13,1470,108.19,539.96
11/29/2000,2554.43,1470,299.13,695.92
11/30/2000,3016.36,1510,-180.71,285.92
12/1/2000,2949.84,1480,42.88,542.8
12/2/2000,2565.92,1490,138.78,606.59
12/3/2000,2535.34,1500,-84.87,371.05
12/4/2000,2669.34,1490,74.89,464
12/5/2000,2676.59,1490,75.03,533.74
12/6/2000,2825.19,1490,11,432.6
12/7/2000,2533.68,1480,11,466.05
12/8/2000,2556.6,1490,-21.05,436.02
12/9/2000,2735.02,1500,-84.87,409.01
12/10/2000,3564.03,1500,138.92,599.38
12/11/2000,2839.86,1500,43.03,471.24
12/12/2000,2578.64,1480,-53.08,343.59
12/13/2000,2769.58,1490,43.05,578.2
12/14/2000,2989.74,1490,11,449.93
12/15/2000,3238.25,1480,-21.05,485.63
12/16/2000,2968.17,1480,43.05,477.2
12/17/2000,3104.07,1500,203.55,680.94
12/18/2000,2982.76,1500,-181.55,224.25
12/19/2000,2325.23,1500,171.4,680.52
12/20/2000,2700.56,1400,43.16,482.53
12/21/2000,2413.87,1500,-21.16,384.1
12/22/2000,2817.99,1500,43.16,487.63
12/23/2000,3314.31,1500,107.61,631.18
12/24/2000,3035.55,1510,75.53,674.46
12/25/2000,3022.57,1490,-117.96,261.71
12/26/2000,2603.22,1480,75.43,525.98
12/27/2000,2500.2,1500,43.25,423.01
12/28/2000,2519.99,1500,43.27,571.88
12/29/2000,2511.83,1500,11,472.19
12/30/2000,2606.24,1500,43.3,537.8
12/31/2000,2692.03,1490,140.5,595.46
1/1/2001,2609.49,1480,-21.4,432.58
1/2/2001,2653.61,1480,-182.93,265.46
1/3/2001,2604.25,1470,204.93,648.33
1/4/2001,2215.07,1500,108.27,585.49
1/5/2001,2691.6,1500,-183.37,261.54
1/6/2001,2598.35,1490,11,417.77
1/7/2001,2348.68,1400,108.1,513.97
1/8/2001,2213.49,1500,108.27,476.86
1/9/2001,2389.54,1500,-215.67,192.4
1/10/2001,2747.5,1500,140.4,587.98
1/11/2001,2678.11,1470,238.32,800.43
1/12/2001,2671.69,1480,-54.07,478.14
1/13/2001,2873.76,1470,76.07,535.91
1/14/2001,2693.91,1480,-54.07,367.86
1/15/2001,2647.04,1470,43.52,504.56
1/16/2001,2307.82,1400,108.73,495.91
1/17/2001,1843.41,1400,-86.73,354.51
1/18/2001,2270,1400,76.12,467.12
1/19/2001,2439.89,1500,141.6,687.4
1/20/2001,2579.06,1490,-21.68,452.85
1/21/2001,2357.08,1500,-54.32,384.88
1/22/2001,2292.55,1500,108.99,530.99
1/23/2001,2359.1,1500,-119.6,376.83
1/24/2001,2771.57,1500,141.6,577.17
1/25/2001,2558.75,1470,76.42,552.43
1/26/2001,2221.73,1460,-87.1,386.9
1/27/2001,2372.66,1400,207.42,677.42
1/28/2001,2126.25,1400,-120.04,274.39
1/29/2001,2383.06,1400,142.04,611.04
1/30/2001,2200.68,1400,-54.57,339.95
1/31/2001,2472.85,1500,-21.75,484.58
2/1/2001,2542.55,1470,273.69,739.69
2/2/2001,2473.8,1470,-120.55,418.97
2/3/2001,2728.27,1470,175.55,606.18
2/4/2001,2644.35,1460,11,479
2/5/2001,2362.71,1460,76.97,582.34
2/6/2001,2940.38,1450,-22,411.63
2/7/2001,2631.24,1400,-186.52,278.48
2/8/2001,2168.3,1300,76.72,500.57
2/9/2001,2016.28,1400,11,471
2/10/2001,2477.59,1400,109.82,570.83
2/11/2001,2272.76,1440,76.97,540.97
2/12/2001,2632.46,1450,11,475
2/13/2001,2637.23,1460,-186.67,272.33
2/14/2001,2396.26,1450,241.7,699.7
2/15/2001,2374.33,1450,-22.03,436.97
2/16/2001,2468.25,1440,44.03,504.03
2/17/2001,2419.85,1440,-22.03,439.97
2/18/2001,2436.21,1450,-22,445
2/19/2001,2488.96,1450,44,466.67
2/20/2001,2722.65,1480,11,471
2/21/2001,3151.25,1450,142.78,641.11
2/22/2001,2696.93,1450,75.38,577.53
2/23/2001,2507.93,1450,10,435.85
2/24/2001,2640.89,1460,-154.13,309.87
2/25/2001,2506.82,1440,174.13,634.13
2/26/2001,2612.23,1450,-154.13,346.02
2/27/2001,2344.6,1440,272.36,659.88
2/28/2001,2316.24,1440,10,435.84
3/1/2001,2307.08,1420,-120.9,307.87
3/2/2001,2257.27,1430,207.52,630.42
3/3/2001,2536.14,1460,-88.37,374.63
3/4/2001,2313.93,1430,10,438.77
3/5/2001,2395.04,1460,108.37,574.37
3/6/2001,2388.44,1450,-54.62,343.2
3/7/2001,2351.3,1460,43.77,515.78
3/8/2001,2436.36,1440,76.67,502.72
3/9/2001,2350.19,1450,-87.45,441.68
3/10/2001,2287.91,1460,11,486.56
3/11/2001,2608.01,1450,76.62,492.1
3/12/2001,2360.4,1450,-54.62,360.9
3/13/2001,2483.19,1470,109.45,564.38
3/14/2001,2309.08,1460,-21.83,318.17
3/15/2001,2601.5,1460,-54.62,393.67
3/16/2001,2424.49,1450,175.22,586.4
3/17/2001,2289.98,1430,-87.6,374.51
3/18/2001,2474.74,1440,142.49,607.54
3/19/2001,2658.05,1450,175.96,671.2
3/20/2001,2648.66,1450,-120.99,337.78
3/21/2001,3143.4,1500,-21.97,465.9
3/22/2001,3303.85,1500,43.97,488.15
3/23/2001,3270.22,1520,11,444.36
3/24/2001,3356.91,1530,43.95,524.78
3/25/2001,3430.77,1530,110.05,627.83
3/26/2001,3610.32,1530,209.76,728.61
3/27/2001,3571.24,1500,77.47,451.17
3/28/2001,3332.29,1520,-88.64,473.18
3/29/2001,3741.72,1500,210.51,586.95
3/30/2001,3213.35,1470,11,499.28
3/31/2001,3334.79,1470,11,426.47
4/1/2001,3609.98,1510,11,470.07
4/2/2001,4027.01,1530,345.57,916.09
4/3/2001,3723.77,1490,-157.6,380.79
4/4/2001,3799.97,1490,-90.25,325.8
4/5/2001,3511.75,1470,44.37,493.95
4/6/2001,3383.82,1560,77.87,571.3
4/7/2001,3484.26,1570,77.97,572.02
4/8/2001,3489.91,1580,177.8,792.02
4/9/2001,3232.01,1560,10,387.61
4/10/2001,3171.88,1560,11,544.27
4/11/2001,3047.94,1550,11,385.27
4/12/2001,2918.2,1540,145.76,723.18
4/13/2001,2992.8,1520,-90.08,494.85
4/14/2001,3374.14,1550,11,440.3
4/15/2001,3034.35,1540,112.08,456.84
4/16/2001,2906.48,1540,112.31,575.78
4/17/2001,3032.38,1550,11,356.8
4/18/2001,3754.43,1600,113.54,729.77
4/19/2001,4503.69,1690,183.46,719.03
4/20/2001,4758.9,1860,218.39,1038.09
4/21/2001,4409.51,1890,-123.05,415.95
4/22/2001,4153.54,1850,254.07,834.63
4/23/2001,3570.12,1900,-191.86,306.55
4/24/2001,3840.62,2540,186.49,705.53
4/25/2001,3749.68,3410,122.18,956.68
4/26/2001,4594.78,4690,-136.83,835.31
4/27/2001,5649.04,5380,104.65,1196.16
4/28/2001,6554.41,5560,36,1092.88
4/29/2001,8025.28,5670,178.67,1009.9
4/30/2001,8436.28,5930,-329.56,557.44
5/1/2001,9441.64,6090,388.07,858.87
5/2/2001,8952.88,6170,108.96,836.96
5/3/2001,7062.11,6950,-238.09,237.41
5/4/2001,6558.65,8030,138.94,750.94
5/5/2001,6619.58,9370,213.15,984.65
5/6/2001,8200.41,10200,-365.03,-4.67
5/7/2001,7577.72,10500,79.18,542.22
5/8/2001,8042.87,11000,11.82,647.29
5/9/2001,9320.2,11300,-88.53,293.99
5/10/2001,11426.97,11400,218.72,894.82
5/11/2001,11725.88,11400,-87.63,458.37
5/12/2001,11745.56,11300,-154.71,302.16
5/13/2001,12728.54,11400,117.68,816.99
5/14/2001,14027.96,11500,-185.43,233.78
5/15/2001,17370.79,11800,595.29,1370.09
5/16/2001,26547.91,12100,54,807.78
5/17/2001,24233.2,11800,154.84,743.73
5/18/2001,17877.49,11300,15.71,642.42
5/19/2001,16168.5,11200,-18.55,570.34
5/20/2001,13347.63,11200,224.49,605
5/21/2001,12828.61,11500,-122.49,336.95
5/22/2001,10933.37,11600,49,542.26
5/23/2001,10191.8,11600,13.79,508.79
5/24/2001,10754.9,12000,151.76,544.28
5/25/2001,12268.9,12500,-19.55,510.45
5/26/2001,13017.84,12500,186.15,692.48
5/27/2001,13415.5,12500,-19.6,246.25
5/28/2001,13456.03,12500,48,628.51
5/29/2001,13000.15,12400,-20.55,340.54
5/30/2001,11663.34,12000,150.84,491.39
5/31/2001,10354.84,12000,-124.23,229.44
6/1/2001,9919.76,11900,47,520.25
6/2/2001,10136.14,12100,-291.99,18.9
6/3/2001,10142.89,12500,422.17,991.8
6/4/2001,9793.77,12400,-88.63,397.16
6/5/2001,8232.23,12000,48,432.88
6/6/2001,8018.47,12000,13.92,432.03
6/7/2001,6925.64,11900,517.78,869.25
6/8/2001,6873.37,11600,-579.47,-221.96
6/9/2001,6773.99,11600,-300.83,126.39
6/10/2001,7392.22,11600,412.41,867.18
6/11/2001,7551.54,11600,-240.47,-60.09
6/12/2001,8264.73,11700,-7.03,751.04
6/13/2001,8154.65,11600,488.09,1050.75
6/14/2001,7835.58,11100,-270.47,207.97
6/15/2001,6551.07,10800,24.48,451.72
6/16/2001,6698.1,10800,123.85,587.23
6/17/2001,6450.68,10800,-363.59,-53.33
6/18/2001,6314.93,10800,253,676.2
6/19/2001,5837.44,10700,-5.33,376.59
6/20/2001,5684.41,11200,-3.8,517.71
6/21/2001,5875.42,11700,56.39,501.44
6/22/2001,5945.89,11600,-236.41,146
6/23/2001,6147.77,11900,250,627
6/24/2001,6045.55,11900,-295.45,78.02
6/25/2001,6584.38,11900,58.23,427.94
6/26/2001,6320.65,11800,-102.88,294.8
6/27/2001,5630.21,11700,118.92,557.2
6/28/2001,5395.11,11900,-136.66,254.52
6/29/2001,5599.96,12100,25.36,391.75
6/30/2001,5006.52,12400,-5.95,493.11
7/1/2001,4939.23,12300,-130.33,357.62
7/2/2001,4723.89,12700,86.68,486.43
7/3/2001,4633.76,12800,19,556.68
7/4/2001,4319.17,12700,-73.56,326.16
7/5/2001,4183.98,12800,-54.17,211.55
7/6/2001,5343.5,12800,-54.53,509.67
7/7/2001,3866.37,12900,150.88,590.33
7/8/2001,4727.06,13000,57.48,786.84
7/9/2001,4605.19,12900,-70.86,504.22
7/10/2001,5103.86,12600,-39.06,541.1
7/11/2001,4954.63,12100,87.13,586.75
7/12/2001,4015.11,11700,-222.52,512.73
7/13/2001,3917.96,11500,89.82,597.22
7/14/2001,4435.52,11500,-2.29,492.69
7/15/2001,4477.58,11500,273.59,629.25
7/16/2001,4068.25,11400,-102.13,547
7/17/2001,3674.64,11000,-133.75,240.58
7/18/2001,3656.71,10800,-161.59,396.08
7/19/2001,3869.32,10300,149.3,698.17
7/20/2001,4121.46,9680,-66.2,409.22
7/21/2001,3379.67,9050,-40.19,485.87
7/22/2001,2977.53,8910,-133.05,370
7/23/2001,3426.4,8410,83.22,509.72
7/24/2001,3188.44,8020,-250.37,189.09
7/25/2001,2840.92,8030,146.39,675.18
7/26/2001,3022.74,8060,116.63,592.43
7/27/2001,2710.61,8040,-320.33,95.52
7/28/2001,3032.47,7800,112.38,483.06
7/29/2001,2781.38,7730,174.37,697.79
7/30/2001,2643.28,7680,-404.81,32.32
7/31/2001,2995.98,7400,23.65,524.34
8/1/2001,2766.86,7060,-41.91,377.58
8/2/2001,2718.05,6810,-11.93,486.75
8/3/2001,2712.15,6830,-9.97,517.02
8/4/2001,2686.71,6870,-67.76,432.55
8/5/2001,2464.32,6880,110.95,536.37
8/6/2001,3308.46,6890,-94.95,389.52
8/7/2001,2808.66,6880,108.63,593.63
8/8/2001,2478.01,6900,75.38,569.66
8/9/2001,2562.64,6920,-317.34,232.9
8/10/2001,2690.04,6920,49.18,506.13
8/11/2001,2782.91,6930,-96.71,409.15
8/12/2001,2325.42,6910,-5.24,486.03
8/13/2001,2945.23,6910,47.67,741.98
8/14/2001,2376.63,6940,-70.56,302.47
8/15/2001,2890.76,6950,170.46,771.88
8/16/2001,2798.46,6910,-36.23,477.39
8/17/2001,2723.02,6910,53.96,573.64
8/18/2001,2496.57,6920,-2.92,528.61
8/19/2001,2228.68,6960,-181.01,330.53
8/20/2001,2408.29,6960,18.53,585.82
8/21/2001,2500.71,6770,136.15,837.81
8/22/2001,2589.43,6670,-4.94,441.68
8/23/2001,2565.62,6670,-121.96,381.66
8/24/2001,2495.42,6670,115.62,611.43
8/25/2001,2416.3,6690,-14.19,587.57
8/26/2001,2461.9,6690,30,569.17
8/27/2001,2474.94,6690,0.79,521.36
8/28/2001,2453.69,6700,891,1451.35
8/29/2001,2327.22,6700,-976.55,-448.23
